BkgndDop(1)	FrDopPeak1(1)	BaseVoc	BaseIsc	BasePmax
1.00E+16	1.00E+16			
1.00E+16	2.00E+16			
1.00E+16	3.00E+16			
1.00E+16	5.00E+16			
1.00E+16	7.00E+16			
1.00E+16	1.00E+17			
1.00E+16	2.00E+17			
1.00E+16	3.00E+17			
1.00E+16	5.00E+17			
1.00E+16	7.00E+17			
1.00E+16	1.00E+18			
1.00E+16	2.00E+18			
1.00E+16	3.00E+18			
1.00E+16	5.00E+18			
1.00E+16	7.00E+18			
1.00E+16	1.00E+19
1.00E+17	1.00E+16
1.00E+17	2.00E+16
1.00E+17	3.00E+16
1.00E+17	5.00E+16
1.00E+17	7.00E+16
1.00E+17	1.00E+17
1.00E+17	2.00E+17
1.00E+17	3.00E+17
1.00E+17	5.00E+17
1.00E+17	7.00E+17
1.00E+17	1.00E+18
1.00E+17	2.00E+18
1.00E+17	3.00E+18
1.00E+17	5.00E+18
1.00E+17	7.00E+18
1.00E+17	1.00E+19
1.00E+18	1.00E+16
1.00E+18	2.00E+16
1.00E+18	3.00E+16
1.00E+18	5.00E+16
1.00E+18	7.00E+16
1.00E+18	1.00E+17
1.00E+18	2.00E+17
1.00E+18	3.00E+17
1.00E+18	5.00E+17
1.00E+18	7.00E+17
1.00E+18	1.00E+18
1.00E+18	2.00E+18
1.00E+18	3.00E+18
1.00E+18	5.00E+18
1.00E+18	7.00E+18
1.00E+18	1.00E+19

